continent,date,avg_total_cases,avg_total_deaths
North America,2021-08-13,1045749.9756097561,22978.51219512195
North America,2021-11-10,1362859.4146341463,27964.536585365855
North America,2021-11-13,1362859.4146341463,27964.536585365855
North America,2022-04-10,2323239.8780487804,34743.09756097561
North America,2022-09-26,2783528.073170732,36741.0
North America,2023-02-04,2958600.1219512196,38213.78048780488
North America,2023-06-03,3032067.1219512196,39103.04878048781
North America,2023-06-06,3032199.3902439023,39121.12195121951
North America,2023-06-12,3032246.8536585364,39137.41463414634
North America,2024-01-05,3034814.1707317075,40026.95121951219
North America,2024-04-09,3035816.2195121953,40567.80487804878
North America,2024-05-23,3036044.2195121953,40635.41463414634
South America,2021-09-20,2674668.0,81961.14285714286
South America,2021-12-19,2813053.285714286,84931.28571428571
South America,2021-12-26,2825022.5,85084.92857142857
South America,2022-06-13,4171369.714285714,92912.35714285714
South America,2022-11-06,4603460.714285715,95229.5
South America,2024-02-15,4908610.214285715,96686.07142857143
South America,2024-05-22,4914220.357142857,96724.14285714286
Asia,2020-09-12,167370.21276595743,3181.744680851064
Asia,2021-02-23,506764.1041666667,8139.708333333333
Asia,2021-09-06,1480145.1041666667,21961.6875
Asia,2022-07-21,3308604.1666666665,30119.583333333332
Asia,2022-10-05,3830812.7916666665,30892.958333333332
Asia,2023-08-31,6253978.020833333,34025.25
Asia,2024-01-22,6410558.595744681,34815.70212765958
Asia,2024-04-24,6412904.361702127,34828.34042553192
Europe,2020-11-20,271621.0588235294,6721.666666666667
Europe,2021-04-19,818223.5576923077,19571.134615384617
Europe,2021-11-02,1242554.4807692308,25793.846153846152
Europe,2021-12-05,1457992.5192307692,28458.98076923077
Europe,2022-05-28,3848340.1764705884,36646.58823529412
Europe,2023-03-27,4845309.352941177,40242.470588235294
Europe,2023-06-30,4881548.039215687,40659.76470588235
Europe,2024-07-24,4957493.450980392,41217.549019607846
Africa,2020-10-16,27712.40350877193,714.9298245614035
Africa,2021-04-17,76889.36842105263,2033.2105263157894
Africa,2021-09-07,140411.28070175438,3512.7368421052633
Africa,2021-10-16,148747.73684210525,3760.122807017544
Africa,2023-05-08,229564.57894736843,4542.421052631579
Africa,2023-08-12,229932.31578947368,4543.9473684210525
Africa,2023-10-05,230059.9649122807,4544.298245614035
Africa,2024-01-10,230451.28070175438,4545.140350877193
Africa,2024-06-13,230590.77192982455,4545.684210526316
Africa,2024-07-09,230611.33333333334,4545.701754385965
Oceania,2020-03-24,49.458333333333336,0.375
Oceania,2020-05-27,356.125,5.625
Oceania,2020-12-19,2219.8333333333335,48.5
Oceania,2021-03-06,2438.1666666666665,51.375
Oceania,2021-04-30,2918.0833333333335,51.833333333333336
Oceania,2021-07-01,3410.7083333333335,59.708333333333336
Oceania,2021-07-08,3534.9583333333335,60.375
Oceania,2021-08-14,5281.708333333333,74.54166666666667
Oceania,2022-06-14,375126.75,597.7083333333334
Oceania,2023-02-11,567033.5833333334,1078.0833333333333
Oceania,2023-12-05,608208.5416666666,1286.9583333333333
North America,2021-05-25,939152.6829268293,21584.219512195123
North America,2022-03-07,2285924.3414634145,34044.95121951219
North America,2023-05-11,3028806.3658536584,39012.0
North America,2023-06-02,3032067.1219512196,39103.04878048781
North America,2023-07-10,3032411.5853658537,39194.60975609756
North America,2023-08-11,3032540.512195122,39253.0243902439
North America,2024-01-06,3034814.1707317075,40026.95121951219
North America,2024-01-30,3035287.7073170734,40269.829268292684
South America,2020-01-14,0.0,0.0
South America,2020-04-15,3313.785714285714,173.42857142857142
South America,2020-04-25,5358.214285714285,336.35714285714283
South America,2020-05-24,42037.78571428572,3026.714285714286
South America,2020-07-02,147749.42857142858,7785.928571428572
South America,2020-07-29,261502.64285714287,12205.642857142857
South America,2021-08-07,2541042.5,78214.92857142857
South America,2022-07-12,4318741.071428572,93430.21428571429
South America,2022-07-13,4318741.071428572,93430.21428571429
South America,2023-10-18,4898630.142857143,96602.78571428571
South America,2023-10-31,4899140.785714285,96609.21428571429
Asia,2020-03-16,2237.276595744681,83.87234042553192
Asia,2020-05-18,16466.31914893617,517.531914893617
Asia,2021-06-10,1086660.75,14781.291666666666
Asia,2022-06-01,3160820.6041666665,29867.625
Asia,2022-08-06,3424595.25,30227.270833333332
Asia,2022-11-15,3950031.125,31148.583333333332
Asia,2023-07-26,6221301.041666667,34001.1875
Asia,2024-01-27,6410558.595744681,34815.70212765958
Asia,2024-03-24,6412549.744680851,34825.65957446808
Europe,2022-01-17,2030916.0961538462,31069.865384615383
Europe,2022-10-14,4505196.882352941,38355.96078431373
Europe,2022-12-25,4746228.960784313,39379.80392156863
Europe,2022-12-30,4746228.960784313,39379.80392156863
Europe,2023-05-05,4868231.901960785,40474.509803921566
Europe,2023-10-05,4894968.529411765,40790.13725490196
Europe,2023-11-02,4903557.0,40859.17647058824
Africa,2020-06-18,4195.859649122807,134.0
Africa,2020-09-24,24706.543859649122,638.1754385964912
Africa,2020-10-23,28917.64912280702,732.5438596491229
Africa,2022-03-05,205105.52631578947,4373.0526315789475
Africa,2023-01-13,228223.7894736842,4535.596491228071
Africa,2024-02-25,230537.66666666666,4545.473684210527
Oceania,2020-08-10,944.8333333333334,17.0
Oceania,2020-09-22,1351.0833333333333,38.958333333333336
Oceania,2021-03-17,2502.5416666666665,51.583333333333336
Oceania,2021-06-27,3410.7083333333335,59.708333333333336
Oceania,2021-08-07,4804.208333333333,71.125
Oceania,2022-01-21,79223.20833333333,239.0
Oceania,2022-03-05,141745.5,374.5416666666667
Oceania,2022-10-22,509228.875,887.2083333333334
Oceania,2022-11-10,515580.2916666667,900.7916666666666
Oceania,2023-01-02,554969.2916666666,1023.0833333333334
Oceania,2023-01-19,562359.1666666666,1023.2083333333334
Oceania,2023-04-24,581828.625,1135.0
Oceania,2023-07-05,598100.875,1216.25
Oceania,2023-11-23,606870.125,1274.9583333333333
Oceania,2023-12-02,607573.75,1279.5
Oceania,2023-12-18,609570.375,1299.9166666666667
North America,2020-07-02,73315.46341463414,4326.0
North America,2022-10-15,2800359.926829268,36895.60975609756
North America,2023-04-01,3009601.7317073173,38777.170731707316
North America,2023-05-14,3031618.0,39063.9756097561
North America,2023-06-01,3032067.1219512196,39103.04878048781
North America,2024-01-28,3035287.7073170734,40269.829268292684
North America,2024-04-28,3035915.4146341463,40606.34146341463
South America,2022-01-25,3244677.5714285714,86256.5
South America,2022-07-06,4276782.857142857,93269.14285714286
South America,2022-07-17,4365336.357142857,93604.92857142857
South America,2022-11-01,4598321.571428572,95190.0
South America,2023-10-17,4898630.142857143,96602.78571428571
South America,2023-12-24,4901428.0,96637.14285714286
South America,2024-02-02,4906318.928571428,96672.42857142857
Asia,2020-02-04,308.82978723404256,7.702127659574468
Asia,2021-02-21,506764.1041666667,8139.708333333333
Asia,2021-04-01,577647.5416666666,8832.979166666666
Asia,2021-05-11,903867.8333333334,11778.0625
Asia,2022-07-04,3248411.0416666665,30048.104166666668
Asia,2023-01-07,5769265.479166667,32073.25
Asia,2023-01-09,5968677.458333333,32370.145833333332
Asia,2024-01-23,6410558.595744681,34815.70212765958
Asia,2024-07-09,6414397.680851064,34834.063829787236
Europe,2020-01-13,0.0392156862745098,0.058823529411764705
Europe,2020-05-02,21600.392156862745,2569.627450980392
Europe,2021-01-26,566577.1176470588,14061.725490196079
Europe,2021-02-04,579152.8653846154,14504.788461538461
Europe,2021-06-14,906883.4038461539,21599.096153846152
Europe,2021-10-21,1184312.6923076923,24966.05769230769
Europe,2022-09-19,4405652.274509804,38107.35294117647
Europe,2023-11-22,4911401.862745098,40915.0
Europe,2023-12-31,4937236.176470588,41067.60784313725
Africa,2021-01-31,62767.0,1590.017543859649
Africa,2021-03-10,70078.12280701754,1856.9298245614036
Africa,2021-06-18,89197.36842105263,2364.754385964912
Africa,2022-12-07,227464.35087719298,4531.6140350877195
Africa,2023-09-30,230048.87719298244,4544.263157894737
Africa,2023-12-05,230232.49122807017,4544.877192982456
Africa,2024-07-22,230617.71929824562,4545.912280701755
Oceania,2020-03-21,10.833333333333334,0.2916666666666667
Oceania,2020-05-21,352.4583333333333,5.458333333333333
Oceania,2020-07-04,383.2916666666667,5.708333333333333
Oceania,2020-12-26,2253.6666666666665,49.083333333333336
Oceania,2021-09-29,10112.666666666666,126.75
Oceania,2022-04-01,212489.16666666666,409.5
Oceania,2022-05-12,310299.2083333333,505.0833333333333
Oceania,2022-06-09,365335.5416666667,579.5416666666666
Oceania,2022-07-16,409758.875,672.2916666666666
Oceania,2022-12-03,527276.8333333334,923.6666666666666
Oceania,2022-12-31,549876.2083333334,975.7083333333334
Oceania,2023-02-05,567033.5833333334,1078.0833333333333
Oceania,2023-04-13,578459.2083333334,1121.9583333333333
Oceania,2024-02-21,615297.1666666666,1335.0833333333333
Oceania,2024-03-15,616797.9583333334,1342.2083333333333
Oceania,2024-05-03,621835.875,1356.2083333333333
Oceania,2024-06-18,623890.1666666666,1363.2083333333333
North America,2020-04-02,3312.5365853658536,54.51219512195122
North America,2020-04-12,13673.414634146342,588.6585365853658
North America,2020-05-11,35285.85365853659,2280.048780487805
North America,2020-11-22,350038.243902439,9999.048780487805
North America,2021-05-24,939152.6829268293,21584.219512195123
North America,2021-09-22,1234290.3170731708,25489.219512195123
North America,2021-10-08,1282670.243902439,26380.024390243903
North America,2021-12-29,1516658.731707317,29695.975609756097
North America,2022-02-03,2136438.7560975607,31771.439024390245
North America,2023-06-26,3032349.024390244,39168.243902439026
North America,2023-06-30,3032349.024390244,39168.243902439026
North America,2023-11-25,3033960.3414634145,39744.19512195122
South America,2020-10-31,667261.1428571428,24753.928571428572
South America,2023-07-07,4897411.071428572,96590.35714285714
South America,2024-02-21,4909509.285714285,96691.21428571429
South America,2024-05-27,4914262.428571428,96724.78571428571
Asia,2020-08-08,92738.44680851063,2056.404255319149
Asia,2021-03-25,556928.0,8629.020833333334
Asia,2021-09-13,1511449.1875,22458.1875
Asia,2021-10-05,1585439.625,23526.125
Asia,2021-10-28,1638056.6875,24187.6875
Europe,2020-12-12,358719.70588235295,8928.35294117647
Europe,2021-01-10,508132.03921568627,12500.686274509804
Europe,2022-02-26,2911084.5384615385,33233.92307692308
Europe,2022-09-02,4337686.333333333,37901.01960784314
Europe,2023-03-14,4831356.94117647,40126.07843137255
Europe,2023-04-02,4851157.666666667,40296.37254901961
Europe,2024-04-11,4950557.019607843,41180.41176470588
Europe,2024-07-05,4955485.0784313725,41206.705882352944
Africa,2020-01-08,0.0,0.0
Africa,2020-03-27,23.45614035087719,0.47368421052631576
Africa,2020-05-15,1089.2280701754387,45.68421052631579
Africa,2020-10-30,30203.614035087718,755.7894736842105
Africa,2021-05-09,82049.15789473684,2186.1754385964914
Africa,2022-06-18,217426.2105263158,4481.035087719299
Africa,2024-04-12,230558.8245614035,4545.596491228071
Oceania,2020-06-24,372.7916666666667,5.666666666666667
Oceania,2020-08-03,795.5833333333334,12.541666666666666
Oceania,2021-12-26,22790.416666666668,204.91666666666666
Oceania,2022-03-25,191290.20833333334,399.7916666666667
Oceania,2023-09-06,602211.875,1236.7916666666667
Oceania,2024-07-17,624877.25,1368.75
North America,2020-02-26,1.2195121951219512,0.0
North America,2021-05-12,923692.0487804879,21290.39024390244
North America,2022-04-20,2331814.975609756,34832.58536585366
North America,2022-08-31,2733247.5853658537,36409.80487804878
North America,2023-01-29,2958600.1219512196,38213.78048780488
North America,2023-03-24,3005037.536585366,38718.85365853659
North America,2023-04-16,3020793.6585365855,38912.0
North America,2024-05-13,3035994.1951219514,40626.34146341463
South America,2021-02-25,1241859.5714285714,37737.71428571428
South America,2021-03-10,1323145.5,40131.28571428572
South America,2021-04-07,1539719.2857142857,47165.142857142855
South America,2021-10-24,2737633.0714285714,83409.85714285714
South America,2022-04-04,4011756.285714286,92055.28571428571
South America,2022-06-08,4141454.785714286,92819.28571428571
South America,2023-03-12,4857847.285714285,96509.57142857143
South America,2023-04-03,4875602.0,96363.14285714286
South America,2023-12-17,4901125.714285715,96634.85714285714
South America,2024-04-15,4914004.214285715,96718.0
South America,2024-06-18,4914401.142857143,96726.64285714286
Asia,2021-08-14,1330391.7291666667,19425.0625
Asia,2022-04-10,2986409.9375,29453.541666666668
Asia,2023-01-01,5769265.479166667,32073.25
Asia,2023-03-22,6147262.916666667,33833.1875
Asia,2023-06-04,6199834.25,33973.6875
Asia,2023-09-11,6262659.625,34032.479166666664
Asia,2024-05-01,6413017.489361702,34828.78723404255
Europe,2020-03-21,1109.4901960784314,44.03921568627451
Europe,2020-06-08,36985.0,3600.607843137255
Europe,2021-03-11,671342.1538461539,16885.71153846154
Europe,2022-09-17,4380616.568627451,38042.490196078434
Europe,2022-09-23,4405652.274509804,38107.35294117647
Europe,2022-10-09,4505196.882352941,38355.96078431373
Europe,2022-12-09,4684286.882352941,39072.94117647059
Europe,2023-05-19,4873452.490196078,40542.27450980392
Europe,2024-01-08,4939501.803921568,41092.549019607846
Europe,2024-07-10,4956042.117647059,41210.07843137255
Africa,2020-11-09,33036.82456140351,813.8947368421053
Africa,2021-02-12,64655.54385964912,1665.1929824561403
Africa,2021-08-23,133422.26315789475,3332.4561403508774
Africa,2022-02-11,197809.28070175438,4242.122807017544
Africa,2022-11-08,226578.57894736843,4528.263157894737
Africa,2023-06-24,229803.61403508772,4543.456140350877
Africa,2024-02-14,230527.1403508772,4545.3859649122805
Africa,2024-05-07,230573.54385964913,4545.666666666667
Oceania,2020-07-21,546.375,6.583333333333333
Oceania,2021-03-29,2653.9166666666665,51.625
Oceania,2021-08-11,5281.708333333333,74.54166666666667
Oceania,2021-08-20,5823.75,79.95833333333333
Oceania,2021-11-03,13926.333333333334,170.29166666666666
Oceania,2021-11-13,14489.083333333334,176.83333333333334
Oceania,2022-07-01,394865.7916666667,632.2916666666666
Oceania,2022-08-15,477834.3333333333,810.125
Oceania,2023-06-07,593354.3333333334,1191.0
Oceania,2023-09-15,602547.0833333334,1238.9166666666667
North America,2020-06-07,54673.58536585366,3536.0
North America,2020-11-25,350038.243902439,9999.048780487805
North America,2021-06-02,945000.4390243902,21715.70731707317
North America,2021-10-30,1334089.0,27450.414634146342
North America,2022-03-17,2294238.6341463416,34286.31707317073
North America,2022-07-11,2563613.8292682925,35693.439024390245
North America,2022-09-17,2762239.7804878047,36582.26829268293
North America,2024-02-24,3035519.073170732,40390.31707317073
North America,2024-05-06,3035952.1219512196,40617.41463414634
South America,2020-11-25,762923.2142857143,26817.35714285714
South America,2020-12-14,851024.7142857143,28409.0
South America,2023-04-04,4875602.0,96363.14285714286
South America,2023-04-12,4880587.857142857,96399.07142857143
South America,2023-09-15,4898053.071428572,96594.85714285714
South America,2024-03-06,4911456.785714285,96699.85714285714
South America,2024-03-17,4913002.357142857,96707.42857142857
Asia,2020-01-22,2.8297872340425534,0.06382978723404255
Asia,2020-02-13,796.3617021276596,19.27659574468085
Asia,2020-07-29,80458.97872340426,1858.8297872340424
Asia,2020-10-06,242207.085106383,4233.531914893617
Asia,2020-11-04,303331.3829787234,5155.234042553191
Asia,2020-12-11,384864.27659574465,6378.021276595745
Asia,2020-12-14,401865.5106382979,6606.744680851064
Asia,2021-12-28,1754384.3125,26066.583333333332
Asia,2021-12-31,1754384.3125,26066.583333333332
Asia,2022-08-10,3500760.5,30302.5625
Asia,2022-10-02,3830812.7916666665,30892.958333333332
Europe,2020-07-23,48744.294117647056,3939.1960784313724
Europe,2022-02-28,3065743.843137255,34289.43137254902
Europe,2022-04-21,3679592.274509804,36060.56862745098
Europe,2022-05-02,3765606.6666666665,36348.92156862745
Europe,2023-01-20,4777124.549019608,39687.98039215686
Europe,2023-07-19,4882629.705882353,40681.1568627451
Europe,2024-07-01,4955485.0784313725,41206.705882352944
Africa,2020-01-14,0.0,0.0
Africa,2020-09-04,21816.491228070176,561.1754385964912
Africa,2020-12-23,44018.45614035088,1039.298245614035
Africa,2022-03-30,208943.73684210525,4430.684210526316
Africa,2022-04-12,210125.59649122806,4442.210526315789
Africa,2022-06-12,217426.2105263158,4481.035087719299
Africa,2022-08-17,224374.57894736843,4513.982456140351
Africa,2023-04-26,229461.54385964913,4541.789473684211
Africa,2023-06-25,229843.19298245615,4543.6140350877195
Africa,2023-06-28,229843.19298245615,4543.6140350877195
Oceania,2020-04-11,278.2916666666667,1.75
Oceania,2020-07-27,653.0833333333334,8.458333333333334
Oceania,2021-01-23,2359.3333333333335,50.541666666666664
Oceania,2021-05-12,3009.25,56.666666666666664
Oceania,2022-02-27,141745.5,374.5416666666667
Oceania,2022-08-11,467999.3333333333,787.5833333333334
Oceania,2023-03-29,575352.8333333334,1111.5
Oceania,2023-06-30,597532.8333333334,1216.25
North America,2020-05-05,30056.756097560974,1865.5121951219512
North America,2020-10-18,240579.07317073172,8538.853658536585
North America,2021-03-19,823650.1951219512,19726.829268292684
North America,2021-11-20,1378090.8292682928,28194.51219512195
North America,2022-03-19,2294238.6341463416,34286.31707317073
North America,2023-11-13,3033813.926829268,39706.560975609755
North America,2024-03-13,3035676.463414634,40485.0243902439
South America,2020-02-19,0.0,0.0
South America,2020-07-28,261502.64285714287,12205.642857142857
South America,2021-09-05,2650600.1428571427,81250.35714285714
South America,2021-12-04,2785874.785714286,84371.42857142857
South America,2022-04-12,4025987.714285714,92179.92857142857
South America,2022-09-06,4548209.214285715,94708.5
South America,2023-01-18,4808898.142857143,96030.0
South America,2024-03-20,4913002.357142857,96707.42857142857
South America,2024-04-22,4914066.785714285,96720.42857142857
Asia,2020-01-27,42.787234042553195,1.1914893617021276
Asia,2020-08-07,92738.44680851063,2056.404255319149
Asia,2020-12-23,416868.57446808513,6822.978723404255
Asia,2021-03-21,556928.0,8629.020833333334
Asia,2021-08-17,1369650.1041666667,20106.791666666668
Asia,2022-02-20,2337782.3333333335,27813.791666666668
Asia,2022-05-16,3116051.75,29798.916666666668
Asia,2022-07-23,3308604.1666666665,30119.583333333332
Asia,2022-08-28,3676756.8333333335,30582.854166666668
Asia,2022-10-11,3848465.1458333335,30931.291666666668
Asia,2024-01-13,6408490.361702127,34811.87234042553
Europe,2020-05-07,24558.803921568626,2865.725490196078
Europe,2020-05-21,30259.901960784315,3264.3529411764707
Europe,2020-10-05,103053.49019607843,4577.333333333333
Europe,2021-04-02,745776.0,18144.5
Europe,2021-08-13,1009570.75,22662.71153846154
Europe,2021-09-04,1060447.1153846155,23212.365384615383
Europe,2022-06-10,3884341.0,36775.96078431373
Europe,2022-09-25,4433523.0784313725,38174.94117647059
Europe,2023-05-22,4875152.62745098,40567.01960784314
Europe,2023-08-02,4883367.843137255,40691.96078431373
Europe,2024-03-29,4949541.196078432,41175.82352941176
Africa,2021-09-18,142786.26315789475,3577.1052631578946
Africa,2021-10-09,147807.22807017545,3726.4561403508774
Africa,2022-02-09,197809.28070175438,4242.122807017544
Africa,2022-04-02,208943.73684210525,4430.684210526316
Africa,2022-12-27,227972.36842105264,4534.859649122807
Africa,2023-02-14,228878.19298245615,4538.6140350877195
Africa,2023-05-25,229656.8947368421,4542.824561403509
Africa,2023-12-01,230184.80701754385,4544.824561403509
Africa,2024-07-19,230615.22807017545,4545.701754385965
Oceania,2020-04-05,278.2916666666667,1.75
Oceania,2020-07-31,653.0833333333334,8.458333333333334
Oceania,2020-08-25,1145.9166666666667,27.625
Oceania,2021-04-17,2805.5,51.75
Oceania,2022-11-30,527276.8333333334,923.6666666666666
Oceania,2024-04-12,620928.2916666666,1350.4583333333333
North America,2020-09-17,191999.51219512196,7533.170731707317
North America,2020-09-24,200542.36585365853,7748.487804878048
North America,2020-11-06,269779.1951219512,9017.536585365853
North America,2021-10-22,1319509.780487805,27106.80487804878
North America,2022-03-26,2301674.7317073173,34388.243902439026
North America,2023-01-30,2958600.1219512196,38213.78048780488
North America,2023-03-09,2995870.975609756,38615.0243902439
North America,2023-04-23,3023756.8536585364,38946.80487804878
South America,2020-05-30,42037.78571428572,3026.714285714286
South America,2021-04-03,1480967.5,44957.5
South America,2021-07-05,2377626.6428571427,73074.57142857143
South America,2022-01-10,2934622.5714285714,85425.07142857143
South America,2022-02-11,3583052.1428571427,87666.21428571429
South America,2023-03-11,4855322.071428572,96494.85714285714
South America,2024-03-16,4912241.642857143,96703.78571428571
South America,2024-03-31,4913761.5,96713.21428571429
Asia,2020-05-30,19875.127659574468,576.2978723404256
Asia,2020-06-26,39472.1914893617,1005.7872340425532
Asia,2020-08-29,134978.55319148937,2719.6170212765956
Asia,2021-06-06,1086660.75,14781.291666666666
Asia,2021-08-08,1330391.7291666667,19425.0625
Asia,2022-08-03,3424595.25,30227.270833333332
Asia,2023-02-19,6126599.083333333,33741.208333333336
Europe,2020-02-16,2.0588235294117645,0.23529411764705882
Europe,2020-06-01,34867.333333333336,3510.3137254901962
Europe,2021-09-20,1109007.826923077,23862.903846153848
Europe,2022-08-29,4337686.333333333,37901.01960784314
Europe,2023-03-16,4831356.94117647,40126.07843137255
Europe,2023-11-04,4903557.0,40859.17647058824
Europe,2023-12-20,4929572.843137255,41013.76470588235
Europe,2024-04-12,4950557.019607843,41180.41176470588
Africa,2020-02-01,0.0,0.0
Africa,2020-12-01,38007.70175438596,912.6491228070175
Africa,2021-05-12,82049.15789473684,2186.1754385964914
Africa,2022-04-26,211354.35087719298,4450.596491228071
Africa,2022-07-25,222751.15789473685,4505.7192982456145
Africa,2023-01-09,228223.7894736842,4535.596491228071
Oceania,2020-04-07,278.2916666666667,1.75
Oceania,2020-04-25,330.3333333333333,3.7916666666666665
Oceania,2020-11-29,2132.4166666666665,47.458333333333336
Oceania,2021-04-11,2805.5,51.75
Oceania,2024-07-10,624743.7083333334,1367.4583333333333
North America,2020-08-19,156701.48780487804,6524.780487804878
North America,2022-06-07,2447700.926829268,35344.85365853659
North America,2022-07-13,2563613.8292682925,35693.439024390245
North America,2022-08-29,2733247.5853658537,36409.80487804878
North America,2022-10-09,2800359.926829268,36895.60975609756
North America,2023-06-23,3032290.7804878047,39153.12195121951
South America,2020-01-04,,
South America,2021-03-17,1372020.0,41533.21428571428
South America,2021-04-08,1539719.2857142857,47165.142857142855
South America,2021-06-21,2252553.1428571427,69828.42857142857
South America,2022-06-17,4171369.714285714,92912.35714285714
South America,2023-02-09,4835195.428571428,96288.64285714286
South America,2023-06-29,4897318.428571428,96590.07142857143
South America,2023-11-03,4899140.785714285,96609.21428571429
Asia,2020-07-04,46053.87234042553,1146.2978723404256
Asia,2020-08-21,120403.85106382979,2493.531914893617
Asia,2020-10-04,242207.085106383,4233.531914893617
Asia,2020-12-29,429593.8510638298,7030.893617021276
Asia,2021-02-11,498128.9574468085,8052.468085106383
Asia,2021-07-06,1170516.75,16686.3125
Asia,2021-07-19,1224422.1875,17559.5625
Asia,2022-05-12,3093057.5,29764.6875
Europe,2021-03-10,671342.1538461539,16885.71153846154
Europe,2021-04-22,818223.5576923077,19571.134615384617
Europe,2021-07-01,918809.8846153846,21832.76923076923
Europe,2021-07-12,941873.9807692308,22090.076923076922
